id_lnp_id,group_paper_doi,group_lipid_key,group_joint_component,target_transfection_active,fold
181,10.1126/sciadv.abc2315,CCCCCCC=CCOC(=O)CCCCCCCN(CCCCCCC=CCOC(=O)CCCCCCCC)CCCNC(=O)c1cc(C(=O)NCCCN(CCCCCCC=CCOC(=O)CCCCCCCC)CCCCCCC=CCOC(=O)CCCCCCCC)cc(C(=O)NCCN(CCCCCCC=CCOC(=O)CCCCCCCC)CCCCCCC=CCOC(=O)CCCCCCCC)c1,component_017,0,2
182,10.1126/sciadv.abc2315,CCCCCCC=CCCOC(=O)CCCCCCCN(CCCCCCC=CCCOC(=O)CCCCCCCC)CCCNC(=O)c1cc(C(=O)NCCCN(CCCCCCC=CCCOC(=O)CCCCCCCC)CCCCCCC=CCCOC(=O)CCCCCCCC)cc(C(=O)NCCN(CCCCCCC=CCCOC(=O)CCCCCCCC)CCCCCCC=CCCOC(=O)CCCCCCCC)c1,component_017,0,2
183,10.1126/sciadv.abc2315,CCCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCCCOC(=O)CCCCCCCC)CCCNC(=O)c1cc(C(=O)NCCCN(CCCCCCCCCCOC(=O)CCCCCCCC)CCCCCCCCCCOC(=O)CCCCCCCC)cc(C(=O)NCCN(CCCCCCCCCCOC(=O)CCCCCCCC)CCCCCCCCCCOC(=O)CCCCCCCC)c1,component_017,0,2
184,10.1126/sciadv.abc2315,CCC=CCOC(=O)CCCCCCCCN(CCC=CCOC(=O)CCCCCCCCC)CCCNC(=O)c1cc(C(=O)NCCCN(CCC=CCOC(=O)CCCCCCCCC)CCC=CCOC(=O)CCCCCCCCC)cc(C(=O)NCCN(CCC=CCOC(=O)CCCCCCCCC)CCC=CCOC(=O)CCCCCCCCC)c1,component_017,0,2
189,10.1016/j.nano.2016.12.014,CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,component_013,1,2
190,10.1016/j.nano.2016.12.014,CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,component_013,1,2
191,10.1016/j.nano.2016.12.014,CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,component_013,1,2
193,10.1038/mtna.2014.61,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,component_008,1,0
194,10.1038/mtna.2014.61,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,component_008,1,0
195,10.1038/mtna.2014.61,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,component_008,0,0
198,10.1002/adma.201606944,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCN(CCCCC1NC(=O)C(CCCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NC1=O)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC,component_002,1,3
199,10.1002/adma.201606944,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCN(CCCCC1NC(=O)C(CCCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NC1=O)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC,component_002,1,3
204,10.1038/s41467-024-45422-9,CCCC(CC)CC(=O)Oc1cc(CN2CCC(N)CC2)cc(OC(=O)CC(CC)CCC)c1O,component_008,1,0
205,10.1038/s41467-024-45422-9,CCCC(CC)CC(=O)Oc1cc(CN2CCN(CCN)CC2)cc(OC(=O)CC(CC)CCC)c1O,component_008,1,0
210,10.1038/s41467-024-45422-9,CCCCC(CC)CC(=O)Oc1cc(CN2CCC(N)CC2)cc(OC(=O)CC(CC)CCCC)c1O,component_008,0,0
211,10.1038/s41467-024-45422-9,CCCCC(CC)CC(=O)Oc1cc(CN2CCN(CCN)CC2)cc(OC(=O)CC(CC)CCCC)c1O,component_008,1,0
225,10.1038/s41467-024-45422-9,CCCCCC(CC)CC(=O)Oc1cc(CN(CCN)CCCN)cc(OC(=O)CC(CC)CCCCC)c1O,component_008,1,0
226,10.1038/s41467-024-45422-9,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,component_008,0,0
258,10.1038/s41467-024-45422-9,CCCCCC(CC)CC(=O)Oc1cc(CNCCCCN)cc(OC(=O)CC(CC)CCCCC)c1OC(=O)CC(CC)CCCCC,component_008,1,0
340,10.1039/d0bm01609h,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
388,10.1039/d0bm01609h,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
396,10.1016/j.omtn.2020.01.018,structure_missing_lnp_396,component_007,0,4
398,10.1016/j.omtn.2020.01.018,structure_missing_lnp_398,component_007,0,4
400,10.1016/j.omtn.2020.01.018,structure_missing_lnp_400,component_007,0,4
402,10.1016/j.omtn.2020.01.018,structure_missing_lnp_402,component_007,0,4
404,10.1016/j.omtn.2020.01.018,structure_missing_lnp_404,component_007,1,4
406,10.1016/j.omtn.2020.01.018,structure_missing_lnp_406,component_007,1,4
408,10.1016/j.omtn.2020.01.018,structure_missing_lnp_408,component_007,1,4
410,10.1016/j.omtn.2020.01.018,structure_missing_lnp_410,component_007,1,4
412,10.1016/j.omtn.2020.01.018,structure_missing_lnp_412,component_007,1,4
414,10.1016/j.omtn.2020.01.018,structure_missing_lnp_414,component_007,1,4
416,10.1016/j.omtn.2020.01.018,structure_missing_lnp_416,component_007,0,4
418,10.1016/j.omtn.2020.01.018,structure_missing_lnp_418,component_007,0,4
420,10.1016/j.omtn.2020.01.018,structure_missing_lnp_420,component_007,1,4
422,10.1016/j.omtn.2020.01.018,structure_missing_lnp_422,component_007,1,4
424,10.1016/j.omtn.2020.01.018,structure_missing_lnp_424,component_007,1,4
426,10.1016/j.omtn.2020.01.018,structure_missing_lnp_426,component_007,1,4
428,10.1016/j.omtn.2020.01.018,structure_missing_lnp_428,component_007,0,4
430,10.1073/pnas.1520244113,structure_missing_lnp_430,component_015,1,4
433,10.1002/anie.201809056,structure_missing_lnp_433,component_002,0,3
435,10.1002/anie.201809056,structure_missing_lnp_435,component_002,0,3
437,10.1002/anie.201809056,structure_missing_lnp_437,component_002,0,3
440,10.1002/anie.201809056,structure_missing_lnp_440,component_002,0,3
442,10.1002/anie.201809056,structure_missing_lnp_442,component_002,0,3
444,10.1002/anie.201809056,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCN(CCCCC1NC(=O)C(CCCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NC1=O)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC,component_002,0,3
446,10.1002/anie.201809056,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCN(CCCCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCCC[C@@H]1NC(=O)[C@H](CCCCN(CCCCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCCCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NC1=O,component_002,0,3
448,10.1002/anie.201809056,structure_missing_lnp_448,component_002,0,3
462,10.1016/j.jconrel.2019.10.028,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
463,10.1016/j.jconrel.2019.10.028,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
464,10.1016/j.jconrel.2019.10.028,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
465,10.1016/j.jconrel.2019.10.028,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,1,0
473,10.1073/pnas.2409572122,structure_missing_lnp_473,component_016,0,2
474,10.1073/pnas.2409572122,structure_missing_lnp_474,component_016,0,2
476,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
477,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
478,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
479,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
480,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
481,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
482,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
483,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
484,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
485,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
486,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
487,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
488,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
489,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
490,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
491,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
492,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
493,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
494,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
495,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
496,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
497,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
498,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,0,4
499,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
500,10.1039/d5nr00433k,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,component_001,1,4
514,10.34133/bmr.0017,CCCCCC/C=C\COC(=O)CCCCCCCCN(CCCCCCCCC(=O)OC/C=C\CCCCCC)CCN1CCN(CCCCCCCCC(=O)OC/C=C\CCCCCC)CC1,component_020,0,2
516,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,component_000,1,1
517,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,component_000,1,1
518,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(C)=O,component_000,1,1
519,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNS(C)(=O)=O,component_000,1,1
520,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)N(C)C,component_000,1,1
521,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,component_000,1,1
522,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)NC,component_000,1,1
523,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)NC,component_000,1,1
524,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCOC(=O)NC,component_000,1,1
526,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN/C(N)=N\C#N,component_000,1,1
527,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN/C(=N\C#N)NC,component_000,1,1
528,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN/C(=N\C#N)N(C)C,component_000,1,1
529,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN/C(=N\[N+](=O)[O-])N(C)C,component_000,1,1
530,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN1CCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCOC1=N,component_000,1,1
531,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN/C(=N\S(N)(=O)=O)N(C)C,component_000,1,1
532,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(N)=C[N+](=O)[O-],component_000,1,1
533,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=C[N+](=O)[O-])NC,component_000,1,1
534,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=C[N+](=O)[O-])N(C)C,component_000,1,1
535,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNc1nccs1,component_000,1,1
536,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNc1c(N)c(=O)c1=O,component_000,1,1
537,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNc1c(NC)c(=O)c1=O,component_000,1,1
538,10.1002/adfm.202106727,CCCCCCCCCCC(=O)OCCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,component_000,1,1
539,10.1002/adfm.202106727,CCCCCCCCCCC(=O)OCCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNc1c(NC)c(=O)c1=O,component_000,1,1
540,10.1002/adfm.202106727,CCCCCCCCC(C)COC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,component_000,1,1
541,10.1002/adfm.202106727,CCCCCCCCC(C)COC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNc1c(NC)c(=O)c1=O,component_000,1,1
542,10.1002/adfm.202106727,CCCCCCCCC(CC)COC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,component_000,1,1
543,10.1002/adfm.202106727,structure_missing_lnp_543,component_000,1,1
544,10.1002/adfm.202106727,CCCCCCCCCC(C)(C)COC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,component_000,1,1
545,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccc2ccccc2c1,component_000,1,1
546,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccccc1,component_000,1,1
547,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccc(F)cc1,component_000,1,1
548,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccc(Cl)cc1,component_000,1,1
549,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccc(OC)cc1,component_000,1,1
550,10.1002/adfm.202106727,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)Nc1ccc([N+](=O)[O-])cc1,component_000,1,1
551,10.1002/adfm.202106727,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCCCCCCC(C)=O)CCCNC(=O)N(C)C,component_000,1,1
552,10.1002/adfm.202106727,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCCCC(=O)CCCCC)CCCNC(=O)N(C)C,component_000,0,1
553,10.1002/adfm.202106727,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCNC(=O)N(C)C)CCC(C)CCC(C)CCC,component_000,0,1
554,10.1002/adfm.202106727,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCNC(=O)N(C)C)CCC(C)CCC(C)CCC(C)CCC,component_000,0,1
570,10.1016/j.nano.2012.05.019,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CN(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,component_013,0,2
571,10.1016/j.nano.2012.05.019,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,component_013,1,2
572,10.1016/j.nano.2012.05.019,structure_missing_lnp_572,component_013,1,2
573,10.1016/j.nano.2012.05.019,CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,component_013,1,2
576,10.1002/jbm.a.37705,CCCCCCCCC(O)CN(CCN1CCN(CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC,component_003,1,4
581,10.1002/jbm.a.37705,structure_missing_lnp_581,component_003,0,4
595,10.1038/s41434-019-0095-2,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,0,0
596,10.1038/s41434-019-0095-2,CCCCCCCCCCCCC(O)CN(CCN1CCN(CCN)C(CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1)CC(O)CCCCCCCCCCCC,component_008,0,0
597,10.1038/s41434-019-0095-2,structure_missing_lnp_597,component_008,0,0
598,10.1038/s41434-019-0095-2,structure_missing_lnp_598,component_008,0,0
599,10.1038/s41434-019-0095-2,structure_missing_lnp_599,component_008,0,0
600,10.1038/s41434-019-0095-2,structure_missing_lnp_600,component_008,0,0
607,10.1126/sciadv.aba1028,structure_missing_lnp_607,component_008,1,0
608,10.1126/sciadv.aba1028,structure_missing_lnp_608,component_008,1,0
609,10.1126/sciadv.aba1028,structure_missing_lnp_609,component_008,0,0
610,10.1126/sciadv.aba1028,structure_missing_lnp_610,component_008,0,0
611,10.1126/sciadv.aba1028,structure_missing_lnp_611,component_008,0,0
612,10.1126/sciadv.aba1028,structure_missing_lnp_612,component_008,0,0
613,10.1126/sciadv.aba1028,structure_missing_lnp_613,component_008,1,0
614,10.1126/sciadv.aba1028,structure_missing_lnp_614,component_008,1,0
615,10.1126/sciadv.aba1028,structure_missing_lnp_615,component_008,0,0
616,10.1126/sciadv.aba1028,structure_missing_lnp_616,component_008,1,0
617,10.1126/sciadv.aba1028,structure_missing_lnp_617,component_008,1,0
618,10.1126/sciadv.aba1028,structure_missing_lnp_618,component_008,0,0
619,10.1126/sciadv.aba1028,structure_missing_lnp_619,component_008,0,0
620,10.1126/sciadv.aba1028,structure_missing_lnp_620,component_008,0,0
621,10.1126/sciadv.aba1028,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,component_008,1,0
625,10.1021/jacs.2c12893,structure_missing_lnp_625,component_008,1,0
